timestamp,metric_key,value,unit,quality
2025-10-08T10:00:00Z,Temp_preheater_1_Process_value,1267,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_1_Process_value,1295,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_1_Process_value,1271,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_1_Process_value,1306,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_1_Process_value,1258,°C,GOOD
2025-10-08T09:00:00Z,Temp_preheater_2_Process_value,1318,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_2_Process_value,1253,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_2_Process_value,1289,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_2_Process_value,1274,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_2_Process_value,1261,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_2_Process_value,1297,°C,GOOD
2025-10-08T09:00:00Z,Temp_preheater_3_Process_value,1286,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_3_Process_value,1312,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_3_Process_value,1249,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_3_Process_value,1293,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_3_Process_value,1267,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_3_Process_value,1304,°C,GOOD
2025-10-08T09:00:00Z,Temp_preheater_4_Process_value,1275,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_4_Process_value,1321,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_4_Process_value,1238,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_4_Process_value,1291,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_4_Process_value,1264,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_4_Process_value,1298,°C,GOOD
2025-10-08T09:00:00Z,Temp_reactor_furnace_1_Process_value,1194,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_furnace_1_Process_value,1256,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_furnace_1_Process_value,1218,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_furnace_1_Process_value,1243,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_furnace_1_Process_value,1267,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_furnace_1_Process_value,1205,°C,GOOD
2025-10-08T09:00:00Z,Temp_reactor_furnace_2_Process_value,1261,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_furnace_2_Process_value,1214,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_furnace_2_Process_value,1248,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_furnace_2_Process_value,1225,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_furnace_2_Process_value,1253,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_furnace_2_Process_value,1207,°C,GOOD
2025-10-08T09:00:00Z,Temp_reactor_furnace_3_Process_value,1215,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_furnace_3_Process_value,1269,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_furnace_3_Process_value,1232,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_furnace_3_Process_value,1251,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_furnace_3_Process_value,1198,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_furnace_3_Process_value,1264,°C,GOOD
2025-10-08T09:00:00Z,Pressure_reactor_Process_value,1.46,Bar,GOOD
2025-10-08T10:00:00Z,Pressure_reactor_Process_value,1.53,Bar,GOOD
2025-10-08T11:00:00Z,Pressure_reactor_Process_value,1.48,Bar,GOOD
2025-10-08T12:00:00Z,Pressure_reactor_Process_value,1.57,Bar,GOOD
2025-10-08T13:00:00Z,Pressure_reactor_Process_value,1.44,Bar,GOOD
2025-10-08T14:00:00Z,Pressure_reactor_Process_value,1.51,Bar,GOOD
2025-10-08T09:00:00Z,H2_outlet_Flowrate_Process_value,1189,ml/min,GOOD
2025-10-08T10:00:00Z,H2_outlet_Flowrate_Process_value,1226,ml/min,GOOD
2025-10-08T11:00:00Z,H2_outlet_Flowrate_Process_value,1174,ml/min,GOOD
2025-10-08T12:00:00Z,H2_outlet_Flowrate_Process_value,1213,ml/min,GOOD
2025-10-08T13:00:00Z,H2_outlet_Flowrate_Process_value,1197,ml/min,GOOD
2025-10-08T14:00:00Z,H2_outlet_Flowrate_Process_value,1205,ml/min,GOOD
2025-10-08T09:00:00Z,CH4_outlet_Flowrate_Process_value,1217,ml/min,GOOD
2025-10-08T10:00:00Z,CH4_outlet_Flowrate_Process_value,1183,ml/min,GOOD
2025-10-08T11:00:00Z,CH4_outlet_Flowrate_Process_value,1209,ml/min,GOOD
2025-10-08T12:00:00Z,CH4_outlet_Flowrate_Process_value,1192,ml/min,GOOD
2025-10-08T13:00:00Z,CH4_outlet_Flowrate_Process_value,1224,ml/min,GOOD
2025-10-08T14:00:00Z,CH4_outlet_Flowrate_Process_value,1168,ml/min,GOOD
2025-10-08T09:00:00Z,CO2_outlet_Flowrate_Process_value,1232,ml/min,GOOD
2025-10-08T10:00:00Z,CO2_outlet_Flowrate_Process_value,1175,ml/min,GOOD
2025-10-08T11:00:00Z,CO2_outlet_Flowrate_Process_value,1218,ml/min,GOOD
2025-10-08T12:00:00Z,CO2_outlet_Flowrate_Process_value,1186,ml/min,GOOD
2025-10-08T13:00:00Z,CO2_outlet_Flowrate_Process_value,1234,ml/min,GOOD
2025-10-08T14:00:00Z,CO2_outlet_Flowrate_Process_value,1161,ml/min,GOOD
2025-10-08T09:00:00Z,CO_outlet_Flowrate_Process_value,1178,ml/min,GOOD
2025-10-08T10:00:00Z,CO_outlet_Flowrate_Process_value,1215,ml/min,GOOD
2025-10-08T11:00:00Z,CO_outlet_Flowrate_Process_value,1193,ml/min,GOOD
2025-10-08T12:00:00Z,CO_outlet_Flowrate_Process_value,1227,ml/min,GOOD
2025-10-08T13:00:00Z,CO_outlet_Flowrate_Process_value,1164,ml/min,GOOD
2025-10-08T14:00:00Z,CO_outlet_Flowrate_Process_value,1208,ml/min,GOOD
2025-10-08T09:00:00Z,N2_outlet_Flowrate_Process_value,1211,ml/min,GOOD
2025-10-08T10:00:00Z,N2_outlet_Flowrate_Process_value,1188,ml/min,GOOD
2025-10-08T11:00:00Z,N2_outlet_Flowrate_Process_value,1225,ml/min,GOOD
2025-10-08T12:00:00Z,N2_outlet_Flowrate_Process_value,1172,ml/min,GOOD
2025-10-08T13:00:00Z,N2_outlet_Flowrate_Process_value,1219,ml/min,GOOD
2025-10-08T14:00:00Z,N2_outlet_Flowrate_Process_value,1194,ml/min,GOOD
2025-10-08T09:00:00Z,Air_outlet_Flowrate_Process_value,1203,ml/min,GOOD
2025-10-08T10:00:00Z,Air_outlet_Flowrate_Process_value,1237,ml/min,GOOD
2025-10-08T11:00:00Z,Air_outlet_Flowrate_Process_value,1166,ml/min,GOOD
2025-10-08T12:00:00Z,Air_outlet_Flowrate_Process_value,1214,ml/min,GOOD
2025-10-08T13:00:00Z,Air_outlet_Flowrate_Process_value,1182,ml/min,GOOD
2025-10-08T14:00:00Z,Air_outlet_Flowrate_Process_value,1229,ml/min,GOOD
2025-10-08T09:00:00Z,Water_outlet_Flowrate_Process_value,1174,ml/min,GOOD
2025-10-08T10:00:00Z,Water_outlet_Flowrate_Process_value,1218,ml/min,GOOD
2025-10-08T11:00:00Z,Water_outlet_Flowrate_Process_value,1196,ml/min,GOOD
2025-10-08T12:00:00Z,Water_outlet_Flowrate_Process_value,1232,ml/min,GOOD
2025-10-08T13:00:00Z,Water_outlet_Flowrate_Process_value,1157,ml/min,GOOD
2025-10-08T14:00:00Z,Water_outlet_Flowrate_Process_value,1221,ml/min,GOOD
2025-10-08T09:00:00Z,Temp_reactor_bed_Process_value,1272,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_bed_Process_value,1208,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_bed_Process_value,1246,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_bed_Process_value,1193,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_bed_Process_value,1258,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_bed_Process_value,1221,°C,GOOD
2025-10-08T09:00:00Z,H2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,H2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,H2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,H2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,H2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,H2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,CH4_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,CH4_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,CH4_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,CH4_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,CH4_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,CH4_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,CO2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,CO2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,CO2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,CO2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,CO2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,CO2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,N2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,N2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,N2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,N2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,N2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,N2_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,Air_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,Air_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,Air_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,Air_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,Air_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,Air_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,Water_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,Water_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,Water_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,Water_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,Water_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,Water_Inlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,Temp_preheater_1_Set_value,1280,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_1_Set_value,1280,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_1_Set_value,1280,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_1_Set_value,1280,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_1_Set_value,1280,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_1_Set_value,1280,°C,GOOD
2025-10-08T09:00:00Z,Temp_preheater_2_Set_value,1280,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_2_Set_value,1280,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_2_Set_value,1280,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_2_Set_value,1280,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_2_Set_value,1280,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_2_Set_value,1280,°C,GOOD
2025-10-08T09:00:00Z,Temp_preheater_3_Set_value,1280,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_3_Set_value,1280,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_3_Set_value,1280,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_3_Set_value,1280,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_3_Set_value,1280,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_3_Set_value,1280,°C,GOOD
2025-10-08T09:00:00Z,Temp_preheater_4_Set_value,1280,°C,GOOD
2025-10-08T10:00:00Z,Temp_preheater_4_Set_value,1280,°C,GOOD
2025-10-08T11:00:00Z,Temp_preheater_4_Set_value,1280,°C,GOOD
2025-10-08T12:00:00Z,Temp_preheater_4_Set_value,1280,°C,GOOD
2025-10-08T13:00:00Z,Temp_preheater_4_Set_value,1280,°C,GOOD
2025-10-08T14:00:00Z,Temp_preheater_4_Set_value,1280,°C,GOOD
2025-10-08T09:00:00Z,Temp_reactor_furnace_1_Set_value,1230,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_furnace_1_Set_value,1230,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_furnace_1_Set_value,1230,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_furnace_1_Set_value,1230,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_furnace_1_Set_value,1230,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_furnace_1_Set_value,1230,°C,GOOD
2025-10-08T09:00:00Z,Temp_reactor_furnace_2_Set_value,1230,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_furnace_2_Set_value,1230,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_furnace_2_Set_value,1230,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_furnace_2_Set_value,1230,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_furnace_2_Set_value,1230,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_furnace_2_Set_value,1230,°C,GOOD
2025-10-08T09:00:00Z,Temp_reactor_furnace_3_Set_value,1230,°C,GOOD
2025-10-08T10:00:00Z,Temp_reactor_furnace_3_Set_value,1230,°C,GOOD
2025-10-08T11:00:00Z,Temp_reactor_furnace_3_Set_value,1230,°C,GOOD
2025-10-08T12:00:00Z,Temp_reactor_furnace_3_Set_value,1230,°C,GOOD
2025-10-08T13:00:00Z,Temp_reactor_furnace_3_Set_value,1230,°C,GOOD
2025-10-08T14:00:00Z,Temp_reactor_furnace_3_Set_value,1230,°C,GOOD
2025-10-08T09:00:00Z,Pressure_reactor_Set_value,1.5,Bar,GOOD
2025-10-08T10:00:00Z,Pressure_reactor_Set_value,1.5,Bar,GOOD
2025-10-08T11:00:00Z,Pressure_reactor_Set_value,1.5,Bar,GOOD
2025-10-08T12:00:00Z,Pressure_reactor_Set_value,1.5,Bar,GOOD
2025-10-08T13:00:00Z,Pressure_reactor_Set_value,1.5,Bar,GOOD
2025-10-08T14:00:00Z,Pressure_reactor_Set_value,1.5,Bar,GOOD
2025-10-08T09:00:00Z,H2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,H2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,H2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,H2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,H2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,H2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,CH4_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,CH4_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,CH4_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,CH4_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,CH4_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,CH4_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,CO2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,CO2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,CO2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,CO2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,CO2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,CO2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,CO_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,CO_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,CO_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,CO_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,CO_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,CO_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,N2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,N2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,N2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,N2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,N2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,N2_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,Air_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,Air_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,Air_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,Air_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,Air_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,Air_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T09:00:00Z,Water_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T10:00:00Z,Water_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T11:00:00Z,Water_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T12:00:00Z,Water_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T13:00:00Z,Water_outlet_Flowrate_Set_value,1200,ml/min,GOOD
2025-10-08T14:00:00Z,Water_outlet_Flowrate_Set_value,1200,ml/min,GOOD
